Itemname,ItemName,Category,Tags,PriceTags
OSTOCAL TAB,ostocal tab,tablets,10TAB,41.127
OVABLESS-MYO,ovabless-myo,tablets,10TAB,105.607
OVABLESS TAB,ovabless tab,tablets,10TAB,116.16
OVAFRESH,ovafresh,tablets,10,251.543
OVAFRESH M TAB,ovafresh m tab,tablets,10TA,157.19
,,tablets,,
OVIGYN D3,ovigyn d3,tablets,7TAB,408.4269
OVIGYN DSR TAB,ovigyn dsr tab,tablets,1*7,287.7602
OVRAL G TAB,ovral g tab,tablets,1*20,164.3
OVRAL-L TAB,ovral-l tab,tablets,1*21,59.7597
OXALGIN DP TAB,oxalgin dp tab,tablets,15TAB,70.65
OXETOL 150,oxetol 150,tablets,10,51.46
OXETOL 300,oxetol 300,tablets,1*10,79.926
OXETOL 450MG,oxetol 450mg,tablets,10TAB,116.37
OXETOL 600,oxetol 600,tablets,10TAB,134.4
OXIPOD-O,oxipod-o,tablets,10TAB,155.97
OXRAMET XR 10/1000MG,oxramet xr 10/1000mg,tablets,7TAB,321.4848
OXY-2 CAP,oxy-2 cap,tablets,1*10,73.18
OXYCRAT CAP,oxycrat cap,tablets,1*10,61.573
OZOMET PG2 TAB,ozomet pg2 tab,tablets,1*15,27.8805
OZOMET-VG 1,ozomet-vg 1,tablets,30TAB,58.128
OZOMET VG2,ozomet vg2,tablets,30TAB,55.761
OZOTEL-AM,ozotel-am,tablets,30TAB,55.755
OZOTEL AMH,ozotel amh,tablets,30TAB,55.77
OZOTEL H,ozotel h,tablets,30,55.761
OZOTEL TAB,ozotel tab,tablets,1*10,16.31
OZOVAS-10,ozovas-10,tablets,10TAB,16.176
OZOVAS 20,ozovas 20,tablets,10TAB,16.31
OZOVAS F,ozovas f,tablets,1*10,18.59
P2I-D CAP,p2i-d cap,tablets,10CAP,100.55
PADUP CAP,padup cap,tablets,10CAP,57.598
PAN-40 TAB.,pan-40 tab.,tablets,1*15,102.6705
PAN D CAPS,pan d caps,tablets,1*15,141.354
PANEL DSR,panel dsr,tablets,10CAP,60.737
PANKREOFLAT TAB,pankreoflat tab,tablets,1*15,156.3255
PAN L,pan l,tablets,1*10,167.047
PANSEC L,pansec l,tablets,10,97.103
PANTAKIND -DSR CAP,pantakind -dsr cap,tablets,1*10,61.04
PANTAKIND FLUX,pantakind flux,tablets,10CAP,78.7
PANTIUM 40,pantium 40,tablets,10TAB,72.97
PANTIUM DSR CAP,pantium dsr cap,tablets,1*10,103.681
PANTIUM L,pantium l,tablets,10CAP,211.965
PANTOCAR 40,pantocar 40,tablets,10,61.441
PANTOCAR-D,pantocar-d,tablets,10CAP,89.6
PANTOCAR-L CAP,pantocar-l cap,tablets,10CAP,152.95
PANTOCID 20,pantocid 20,tablets,15TAB,80.64
PANTOCID 40 TAB,pantocid 40 tab,tablets,1*15,122.6565
PANTOCID DSR CAP,pantocid dsr cap,tablets,1*15,157.9785
PANTOCID IT,pantocid it,tablets,10TAB,168.953
PANTOCID L CAP,pantocid l cap,tablets,10CAP,171.073
PANTODAC 40 TAB,pantodac 40 tab,tablets,15TAB,132.7005
PANTODAC DSR CAP,pantodac dsr cap,tablets,1*15,171.954
PANTOP 20,pantop 20,tablets,1*10,45.305
PANTOP 40MG TAB,pantop 40mg tab,tablets,15TAB,94.014
PANTOP D CAP,pantop d cap,tablets,1*10,69.938
PANTOP DSR CAP,pantop dsr cap,tablets,1*10,89.172
PANTOP LS CAP,pantop ls cap,tablets,1*10,148.895
PANTOSEC 40,pantosec 40,tablets,1*10,0
PANTOSEC DSR,pantosec dsr,tablets,10CAP,30.004
PANTOSEC-D TAB,pantosec-d tab,tablets,10TAB,18.002
PANTOSEC TAB,pantosec tab,tablets,10TAB,16.004
PANTOTAB DSR,pantotab dsr,tablets,1*10,89.6
PANTOTAB TAB,pantotab tab,tablets,10TAB,68.346
PANTOZEE DSR CAP,pantozee dsr cap,tablets,10,14.002
PANUM L CAP,panum l cap,tablets,10CAP,71.38
PARASAFE T,parasafe t,tablets,10TAB,58.987
PARASAFE TAB 500,parasafe tab 500,tablets,1*10,7.998
PARASAFE TAB 650,parasafe tab 650,tablets,1*10,15.99
PARKIN PLUS,parkin plus,tablets,10TAB,24.283
PARKIN TAB,parkin tab,tablets,1*10,10.04
PAROXEE CR 12.5,paroxee cr 12.5,tablets,10,92.163
PATADIN TAB,patadin tab,tablets,1*10,89.6
PENTIDS 200 TAB,pentids 200 tab,tablets,1*6,3.9132
PENTIDS 400 TAB,pentids 400 tab,tablets,10TAB,12.678
PENTIDS-800 TAB,pentids-800 tab,tablets,1*10,22.52
PERAB-DSR,perab-dsr,tablets,10,77.28
PERCIN TAB,percin tab,tablets,1*5,367.98
PERINORM SYP 60,perinorm syp 60,tablets,1*60ML,22.6
PERINORM TAB,perinorm tab,tablets,1*10,9.816
PERISET 4MG,periset 4mg,tablets,10,37.89
PERISET MD 4MG,periset md 4mg,tablets,1*10,39.568
PETRIL 0.5,petril 0.5,tablets,10TAB,26.67
PETRIL 1,petril 1,tablets,1*10,34.15
PETRIL BETA-20,petril beta-20,tablets,10TAB,49.92
PETRIL-MD 0.25,petril-md 0.25,tablets,10TAB,15.656
PETRIL MD 0.5,petril md 0.5,tablets,10TAB,23.153
PETRIL PLUS,petril plus,tablets,10,119.033
PET SAFA,pet safa,tablets,1*120GM,80.1886
PET SAFA POWDER 60GM,pet safa powder 60gm,tablets,60GM,42.0067
PET SAFA TAB,pet safa tab,tablets,1*30 TA,65.1567
PEXEP CR 12.5,pexep cr 12.5,tablets,1*10,129.025
PEXEP CR 25 TAB,pexep cr 25 tab,tablets,1*10,173.573
PEXEP PLUS 12.5,pexep plus 12.5,tablets,10,122.89
PHENERGAN 10,phenergan 10,tablets,1*10,11
PHENERGAN 25MG,phenergan 25mg,tablets,1*10,23.34
PHEXIN 250MG CAP,phexin 250mg cap,tablets,1*10,63.555
PHEXIN 500MG CAP,phexin 500mg cap,tablets,1*10,140.912
PHEXIN KID TAB,phexin kid tab,tablets,1*10,70.337
PHOSCUT 400,phoscut 400,tablets,10TAB,66.232
PHOSCUT 800,phoscut 800,tablets,10TAB,105.608
PHOSTAT TAB,phostat tab,tablets,10TAB,27.434
PHYTORAL TAB,phytoral tab,tablets,1*10,276.66
PILEX TAB,pilex tab,tablets,1*60,88.5433
PILON TAB,pilon tab,tablets,1*10,23.806
PINOM 20 TAB,pinom 20 tab,tablets,1*15,103.0305
PINOM-40 TAB,pinom-40 tab,tablets,1*15,167.2005
PINOM-H 20MG,pinom-h 20mg,tablets,1*10,67.96
PINOM H 40  TAB,pinom h 40  tab,tablets,10TAB,220.39
PIOGLAR 15 TAB,pioglar 15 tab,tablets,1*10,38.02
PIOGLIT 15,pioglit 15,tablets,1*10,38.025
PIOKIND 15,piokind 15,tablets,10,46.095
PIOKIND M 15,piokind m 15,tablets,1*10,53.16
PIOMED 30,piomed 30,tablets,10,74.33
PIONORM-15,pionorm-15,tablets,1*10,33.117
PIOPLUS 1,pioplus 1,tablets,15TAB,48.3795
PIOPLUS 2,pioplus 2,tablets,15TAB,64.5105
PIOZ 15 TAB,pioz 15 tab,tablets,1*10,43.643
PIOZ 30,pioz 30,tablets,10TAB,64.11
PIOZ 7.5 TAB,pioz 7.5 tab,tablets,1*10,54.273
PIOZ MF 15 TAB,pioz mf 15 tab,tablets,1*10,81.673
PIOZ-MF 30 TAB,pioz-mf 30 tab,tablets,1*10,94.57
PIOZ MFG-1,pioz mfg-1,tablets,10TAB,77.3
PIOZ MF G-2,pioz mf g-2,tablets,10TAB,82.58
PIROX DT TAB,pirox dt tab,tablets,1*10,8.001
PIVASTA 2,pivasta 2,tablets,1*10,115.272
PLACIDA PLUS TAB,placida plus tab,tablets,B10TA,81.313
PLACIDA TAB,placida tab,tablets,1*10,44.53
PLANEP-T 10KIT,planep-t 10kit,tablets,20TAB,176.38
PLANEP TAB,planep tab,tablets,15TAB,241.92
PLARICA TAB,plarica tab,tablets,10TAB,149.76
PLATENZA TAB,platenza tab,tablets,20TAB,46.55
PLATIMAX TAB,platimax tab,tablets,15TAB,244.9905
PLAVIX TAB,plavix tab,tablets,1*14,81.8664
POLARAMINE 2MG,polaramine 2mg,tablets,10TAB,14.044
POLYBION CZS,polybion czs,tablets,1*15,57.33
POLYCAP CAP,polycap cap,tablets,15CAP,248.8305
PPG MET 0.2,ppg met 0.2,tablets,10,71.21
PRACTIN 4MG TAB,practin 4mg tab,tablets,1*10,22.027
PRAMIPEX 0.5 TAB,pramipex 0.5 tab,tablets,10TAB,106.76
PRAMIPEX 1MG,pramipex 1mg,tablets,10TAB,136.335
PRANDIAL 0.2 MD TAB,prandial 0.2 md tab,tablets,10TAB,43.212
PRANDIAL 0.3MD,prandial 0.3md,tablets,1*10,57.867
PRAX A 75,prax a 75,tablets,1*10,199.43
PRAZOPILL XL 2.5,prazopill xl 2.5,tablets,30TAB,256.26
PRAZOPILL XL 5,prazopill xl 5,tablets,30,284.166
PRAZOPRESS-XL 2.5 TAB,prazopress-xl 2.5 tab,tablets,30TAB,221.181
PRAZOPRESS XL 5 TAB,prazopress xl 5 tab,tablets,1*14,108.0002
PREDMET 16,predmet 16,tablets,1*10,77.24
PREDMET 4,predmet 4,tablets,1*10,39.578
PREDMET 8,predmet 8,tablets,10TAB,42.92
PREEGA M-75 TAB,preega m-75 tab,tablets,1*10,99.847
PREGABA-M 75 CAP,pregaba-m 75 cap,tablets,15TAB,186.678
PREGABA M SR 75,pregaba m sr 75,tablets,15TAB,166.6395
PREGABA-NT,pregaba-nt,tablets,10TAB,138.435
PREGABANYL CAP,pregabanyl cap,tablets,10CAP,30.24
PREGABANYL NT,pregabanyl nt,tablets,10,30.24
PREGABID 50,pregabid 50,tablets,10CAP,69.13
PREGABID ME 75,pregabid me 75,tablets,1*15,175.866
PREGABID NT,pregabid nt,tablets,15TAB,211.965
PREGABID NT 50,pregabid nt 50,tablets,10,85.61
PREGADOC NT,pregadoc nt,tablets,10,148.033
PREGALIN 75 TAB,pregalin 75 tab,tablets,1*15,175.29
PREGALIN M 150,pregalin m 150,tablets,1*10,211.76
PREGALIN M 75 TAB,pregalin m 75 tab,tablets,1*15,192.0105
PREGALIN M SR 75,pregalin m sr 75,tablets,15TAB,165.2355
PREGALIN SR 150,pregalin sr 150,tablets,1*10,208.96
PREGALIN SR 75,pregalin sr 75,tablets,1*10,107.52
PREGEB 75,pregeb 75,tablets,10,118.05
PREGEB M 75,pregeb m 75,tablets,10CAP,116.82
PREGEB M OD 75,pregeb m od 75,tablets,1*15,177.1605
PRELIN M 75,prelin m 75,tablets,1*15,192.0105
PRENEU-M 75 CAP,preneu-m 75 cap,tablets,1*10,106.835
PRENEU NT,preneu nt,tablets,10,112.525
PREVA 75,preva 75,tablets,15TAB,55.143
PREVA AS 150,preva as 150,tablets,15TAB,50.313
PREVA AS 75,preva as 75,tablets,1*15,49.1505
PRIDE CR 12.5,pride cr 12.5,tablets,1*10,92.92
PRIDE CR 25,pride cr 25,tablets,10TAB,117.788
PRIMOLUT N,primolut n,tablets,1*10,38.99
PRIMOSA 1000 TAB,primosa 1000 tab,tablets,1*15,236.1495
PRIMOSA CAP,primosa cap,tablets,15CAP,180.885
PRIMSOFT CAPS,primsoft caps,tablets,10,143.08
PROGESTON 5MG TAB,progeston 5mg tab,tablets,1*3,38.7
PROGYNOVA 2MG,progynova 2mg,tablets,1*28,346.556
PROLOMET AM 50,prolomet am 50,tablets,10TAB,90.025
PROLOMET R 25,prolomet r 25,tablets,10TAB,120.92
PROLOMET R 50,prolomet r 50,tablets,10TAB,170.49
PROLOMET XL 12.5,prolomet xl 12.5,tablets,10TAB,29.108
PROLOMET XL 25,prolomet xl 25,tablets,10TAB,34.555
PROLOMET XL 50,prolomet xl 50,tablets,10TAB,48.517
PROSTAGARD 4MG,prostagard 4mg,tablets,1*10,67.49
PROSTAGARD 8,prostagard 8,tablets,10CAP,122.105
PROSTAGARD-D 4,prostagard-d 4,tablets,10CAP,94.007
PROSTAGARD-D 8,prostagard-d 8,tablets,1*10,143.615
PROSTEEZ TAB,prosteez tab,tablets,1*20,101.382
PROSTINA CAP,prostina cap,tablets,10CAP,30.72
PROTERA,protera,tablets,15,131.22
PROTERA-D,protera-d,tablets,15CAP,138.63
PROTERA-I CAP,protera-i cap,tablets,1*10,198.035
PROTHIADEN 25 TAB,prothiaden 25 tab,tablets,1*15,102.6795
PROTHIADEN 50 TAB,prothiaden 50 tab,tablets,1*15,151.9905
PROTHIADEN 75,prothiaden 75,tablets,1*15,161.0205
PROTHIADEN M 50/1500,prothiaden m 50/1500,tablets,15TAB,166.2795
PROTHIADEN M 75 TAB,prothiaden m 75 tab,tablets,1*15,169.3755
PROTOL 50 TL,protol 50 tl,tablets,10TAB,128.799
PROTOL AM TAB,protol am tab,tablets,1*10,55.77
PROTOL-XL 50 TAB,protol-xl 50 tab,tablets,1*10,49.413
PROVANOL FORTE 0.25,provanol forte 0.25,tablets,1*10,42.43
PROVANOL FORTE 0.5,provanol forte 0.5,tablets,10TAB,44.8
PROVANOL PLUS 10,provanol plus 10,tablets,1*10,104.8
PROVANOL PLUS 5,provanol plus 5,tablets,1*10,71.427
PROVANOL SR 40,provanol sr 40,tablets,10TAB,36.095
PRUSENT 1,prusent 1,tablets,1*10,125.8
PRUSENT 2,prusent 2,tablets,10TAB,193.367
PRUTRIP 10,prutrip 10,tablets,10,16.28
PRUTRIP 25,prutrip 25,tablets,10,0
PRUVICT 1 TAB,pruvict 1 tab,tablets,1*10,136.873
PRUVICT 2,pruvict 2,tablets,10,210.4
PSYMET G1,psymet g1,tablets,1*10,50.01
PSYMET-G2,psymet-g2,tablets,10TAB,57.007
PSYORID 2,psyorid 2,tablets,10TAB,34.9
PSYORIDE-1,psyoride-1,tablets,10TAB,26.523
PSYORIDE PLUS 2,psyoride plus 2,tablets,10TAB,38.405
PTH 30,pth 30,tablets,10,592.48
PYZINA 1000 MG,pyzina 1000 mg,tablets,1*10,71.273
PYZINA 500MG TAB,pyzina 500mg tab,tablets,1*10,33.345
PYZINA 750MG TAB,pyzina 750mg tab,tablets,1*10,50.64
P-ZIDE 1000MG,p-zide 1000mg,tablets,1*10,68.91
P-ZIDE 750MG,p-zide 750mg,tablets,1*10,51.735
QUTAN 100,qutan 100,tablets,10,70.652
QUTAN 25,qutan 25,tablets,10TAB,38.398
QUTAN-50,qutan-50,tablets,10TAB,53
QUTIPIN 200MG,qutipin 200mg,tablets,1*10,109.037
QUTIPIN 25,qutipin 25,tablets,1*10,41.903
QUTIPIN 50,qutipin 50,tablets,10,49.66
RABEKIND DSR CAP,rabekind dsr cap,tablets,1*10,56.203
RABEKIND-PLUS,rabekind-plus,tablets,10,98.805
RABELOC 20MG,rabeloc 20mg,tablets,10,75.187
RABELOC PLUS,rabeloc plus,tablets,10TAB,143.15
RABELOC RD CAP,rabeloc rd cap,tablets,1*10,96.125
RABEMAC-DSR CAP,rabemac-dsr cap,tablets,1*10,90.17
RABIPATH-DSR CAP,rabipath-dsr cap,tablets,1*10,78.913
RABIPATH L,rabipath l,tablets,10TAB,143.363
RABIUM-DSR,rabium-dsr,tablets,15CAP,112.9005
RABLET 20MG TAB,rablet 20mg tab,tablets,15TAB,115.974
RABLET 40,rablet 40,tablets,1*15,197.5605
RABLET  D CAP,rablet  d cap,tablets,1*10,112.41
RABLET IT CAP,rablet it cap,tablets,1*10,179.33
RABLET L40,rablet l40,tablets,1*10,200.37
RABLET-L CAP,rablet-l cap,tablets,1*10,182.82
RABONIK 40 PLUS,rabonik 40 plus,tablets,10CAP,158.41
RABONIK DSR CAP,rabonik dsr cap,tablets,1*15,126.495
RABONIK PLUS,rabonik plus,tablets,10TAB,153.335
RACIPER D 40 CAP,raciper d 40 cap,tablets,1*10,85.25
RACIPER D CAP,raciper d cap,tablets,15TAB,140.3805
RAMCOR-2.5,ramcor-2.5,tablets,10,38.193
RAMIHART-2.5,ramihart-2.5,tablets,10TAB,31.225
RAMIHART H 2.5,ramihart h 2.5,tablets,1*10,59.048
RAMIHART-H 5,ramihart-h 5,tablets,10TAB,80.64
RAMIPRES -5,ramipres -5,tablets,1*10,67.18
RAMISAVE 2.5,ramisave 2.5,tablets,10,40.46
RAMISTAR 1.25 TABS,ramistar 1.25 tabs,tablets,1*15,64.0665
RAMISTAR 2.5,ramistar 2.5,tablets,1*15,63.267
RAMISTAR 5 TAB,ramistar 5 tab,tablets,1*15,98.4495
RAMISTAR AM 2.5,ramistar am 2.5,tablets,15,89.0445
RAMISTAR H5,ramistar h5,tablets,15,204.5595
RAMISTAR M XL 50,ramistar m xl 50,tablets,10TAB,207.357
RANCAD TAB,rancad tab,tablets,1*15,163.632
RANIDOM-RD TAB,ranidom-rd tab,tablets,1*10,28.507
RANIDOM TAB,ranidom tab,tablets,1*20,42.228
RANOLAZ 500 TAB,ranolaz 500 tab,tablets,1*10,105.81
RANOLAZ OD,ranolaz od,tablets,1*10,181.248
RANTAC 150MG,rantac 150mg,tablets,1*30,18.87
RANTAC 300 TAB,rantac 300 tab,tablets,30TAB,45.354
RANTAC D CAP,rantac d cap,tablets,1*10,17.647
RANTAC DOM,rantac dom,tablets,20TAB,38.388
RANTAC-OD 300 TAB,rantac-od 300 tab,tablets,1*10,41.787
RAPILIF D8 NEW,rapilif d8 new,tablets,10TAB,312.31
RAVE 3 TAB,rave 3 tab,tablets,10TB,68.353
RAVIRON XT,raviron xt,tablets,10,61.445
RAZEL 10 1*15,razel 10 1*15,tablets,15TAB,174.7005
RAZEL 20,razel 20,tablets,1*15,349.635
RAZEL 5,razel 5,tablets,15TAB,109.065
RAZEL A75,razel a75,tablets,10,54.905
RAZEL CV 10/75,razel cv 10/75,tablets,1*10,96.77
RAZEL CV 20/75MG,razel cv 20/75mg,tablets,10CAP,127.11
RAZEL EZ 10,razel ez 10,tablets,1*10,94.41
RAZEL GOLD 20,razel gold 20,tablets,1*15,211.1895
RAZEL GOLD CAP,razel gold cap,tablets,15CAP,148.2255
RAZO 20 TAB,razo 20 tab,tablets,15TAB,154.1745
RAZO-D CAP,razo-d cap,tablets,15CAP,189.6705
RAZO L,razo l,tablets,10CAP,210.77
RCIFAX 200MG TAB,rcifax 200mg tab,tablets,1*10,139.36
RCIFAX-400 TAB,rcifax-400 tab,tablets,1*10,267.79
RCIFAX 550,rcifax 550,tablets,1*10,301.51
R-CIN 150 TAB,r-cin 150 tab,tablets,1*10,16.73
R-CIN 300 CAP,r-cin 300 cap,tablets,1*10,34.923
R-CIN 450 CAP,r-cin 450 cap,tablets,1*10,41.815
R-CIN 600 CAP,r-cin 600 cap,tablets,1*3,18.1167
R-CINEX 450 CAP,r-cinex 450 cap,tablets,1*10,65.813
R-CINEX 600 TAB,r-cinex 600 tab,tablets,1*3,23.1834
R-CINEX E TAB,r-cinex e tab,tablets,1*6,64.2402
R-CINEX EZ TAB,r-cinex ez tab,tablets,1*6,47.4264
R-CINEX KID,r-cinex kid,tablets,10,18.54
R-CINEX KID DT,r-cinex kid dt,tablets,1*10,9.507
R-CINEX Z,r-cinex z,tablets,2,9.676
RECLIDE,reclide,tablets,15TAB,76.4145
RECLIDE MR 60,reclide mr 60,tablets,1*10,98.5
RECLIMET TAB,reclimet tab,tablets,1*14,125.4806
RECLIMET XR TAB,reclimet xr tab,tablets,1*14,175.29
REDOTIL CAP,redotil cap,tablets,15CAP,224.31
REEB-20 TAB,reeb-20 tab,tablets,1*10,52.415
REEB-DSR CAP,reeb-dsr cap,tablets,1*10,65.18
REJOINT NEW,rejoint new,tablets,1*15,348.8265
REJUNEX,rejunex,tablets,10,65.59
REJUNEX CD3,rejunex cd3,tablets,10TAB,165.18
REKOOL 20,rekool 20,tablets,1*15,113.895
REKOOL D,rekool d,tablets,15CAPS,168.7695
RELENT OD CAP,relent od cap,tablets,10CAP,59.14
RELENT TAB,relent tab,tablets,15TAB,75.195
REMO100,remo100,tablets,10,98.52
REMYLINE D,remyline d,tablets,1*10,110.125
RENIDIPIN 4,renidipin 4,tablets,10TAB,63.19
RENIDIPIN-8,renidipin-8,tablets,10TAB,110.4
RENOGARD KETO,renogard keto,tablets,1*10,301.59
RENOGARD TAB,renogard tab,tablets,1*10,122.307
REPACE 25,repace 25,tablets,10TAB,24.345
REPACE H TAB,repace h tab,tablets,1*10,101.654
RESPIDON-1MG,respidon-1mg,tablets,1*10,16.61
RESPIDON-2MG,respidon-2mg,tablets,1*10,28.546
RESQUE 2,resque 2,tablets,10TAB,37.008
RESQUE LS,resque ls,tablets,10TAB,43.08
REVELOL-AM 25/2.5,revelol-am 25/2.5,tablets,10TAB,54.36
REVELOL AM-50/5,revelol am-50/5,tablets,10TAB,82.17
REVELOL XL 50,revelol xl 50,tablets,10TAB,48.472
REVITAL H,revital h,tablets,1*30,230.51
REVITAL H  CAP,revital h  cap,tablets,1*10,83.605
REVITAL H CAP 60,revital h cap 60,tablets,1*60CAP,427.02
REVITAL H WOMAN,revital h woman,tablets,10TAB,93.254
REVITAL H WOMEN,revital h women,tablets,1*30,264.9633
REVLAMER 400 TAB,revlamer 400 tab,tablets,10TAB,71.427
REVLAMER 800 MG,revlamer 800 mg,tablets,1*10,124.41
REVLIN 75,revlin 75,tablets,10CAP,83.82
REVLIN M CAP,revlin m cap,tablets,10CAP,103.89
REVLIN M SR75,revlin m sr75,tablets,10,110.39
REXIPRA-10,rexipra-10,tablets,1*10,69.505
REXIPRA-20,rexipra-20,tablets,1*10,107.695
REXIPRA LS,rexipra ls,tablets,1*10,95.99
RHE-FD TAB,rhe-fd tab,tablets,1*6,70.4256
RIFA 1.6 KID TAB,rifa 1.6 kid tab,tablets,1*10,14.115
RIFAGUT 400,rifagut 400,tablets,1*10,237.45
RIFAGUT 550,rifagut 550,tablets,10TAB,303.355
RIFA I6,rifa i6,tablets,1*10,62.02
RIFA I-6 E,rifa i-6 e,tablets,1,10.8596
RIFA I.6 E FD,rifa i.6 e fd,tablets,6TAB,51.2118
RIFA I-6 FORTE TAB,rifa i-6 forte tab,tablets,1*10,90.32
RIFA I6 KID TAB,rifa i6 kid tab,tablets,10TAB,16.93
RIFA I 6 TAB,rifa i 6 tab,tablets,10TAB,64.512
RIFASTOP-400,rifastop-400,tablets,1*10,223.035
RIFAXIMAX 400,rifaximax 400,tablets,10TAB,195.68
RIFLUX FORTZ,riflux fortz,tablets,1*15,42.2895
RIFTOR 10,riftor 10,tablets,10,33.6
RILOS F,rilos f,tablets,10TAB,192.01
RINIFOL CAP,rinifol cap,tablets,1*10,34.555
RINIFOL TAB,rinifol tab,tablets,10TAB,20.43
RINIZIDE FORTE DT,rinizide forte dt,tablets,1*10,32.91
RINOSOLVIN,rinosolvin,tablets,10,78.98
RIPE KIT FORTE,ripe kit forte,tablets,1,17.2583
RISDONE 2,risdone 2,tablets,10,32.138
RISDONE PLUS TAB,risdone plus tab,tablets,1*10,45.696
RISORINE,risorine,tablets,10CAP,50.22
RISPOND 1,rispond 1,tablets,1*10,25.89
RISPOND-2,rispond-2,tablets,10TAB,32.133
RISPOND-PLUS TAB,rispond-plus tab,tablets,10TAB,68.427
RIVOTRIL 0.5,rivotril 0.5,tablets,15TAB,39.8895
ROEDAY F 10,roeday f 10,tablets,10TAB,141.208
ROLAZIN  TAB,rolazin  tab,tablets,10TAB,96.307
ROPARK 0.25 TAB,ropark 0.25 tab,tablets,10TAB,47.72
ROSARAD  10,rosarad  10,tablets,10TAB,66.127
ROSAVE GOLD 20,rosave gold 20,tablets,1*10,182.246
ROSEDAY 10,roseday 10,tablets,1*10,80.18
ROSEDAY 20,roseday 20,tablets,1*10,161.207
ROSEDAY-5,roseday-5,tablets,1*10,47.505
ROSEDAY-A10,roseday-a10,tablets,1*10,50.43
ROSEDAY A 20,roseday a 20,tablets,10CAP,73.792
ROSEDAY A 20 FORTE CAP,roseday a 20 forte cap,tablets,10CAP,65.273
ROSEDAY F 5,roseday f 5,tablets,10TAB,114.883
ROSEDAY GOLD 20,roseday gold 20,tablets,10,158.847
ROSEDAY GOLD CAP,roseday gold cap,tablets,1*10,85.757
ROSUFIT CV 10,rosufit cv 10,tablets,15TAB,244.8
ROSUFIT CV20,rosufit cv20,tablets,10TAB,190.8
ROSULESS A,rosuless a,tablets,10CAP,45.565
ROSULIP 10 TAB,rosulip 10 tab,tablets,1*15,176.6505
ROSULIP 20,rosulip 20,tablets,10,197.473
ROSUMAC CV 10,rosumac cv 10,tablets,10TAB,144.88
ROSUMAC GOLD 20,rosumac gold 20,tablets,10,212.465
ROSUMAC-GOLD CAP,rosumac-gold cap,tablets,10CAP,145.15
ROSUMMAC 10,rosummac 10,tablets,10TAB,87.555
ROSUPACK-20 TAB,rosupack-20 tab,tablets,1*10,140.797
ROSURICA AS 10,rosurica as 10,tablets,10,53.76
ROSURICA F,rosurica f,tablets,10TAB,150.55
ROSURICA GOLD 20,rosurica gold 20,tablets,1*10,169.173
ROSUTECH 20MG,rosutech 20mg,tablets,1*10,184.8
ROSUVA GOLD 10,rosuva gold 10,tablets,10TAB,126.34
ROSUVAS 10MG,rosuvas 10mg,tablets,15TAB,186.39
ROSUVAS 20,rosuvas 20,tablets,10,253.443
ROSUVAS 40,rosuvas 40,tablets,10TAB,399.35
ROSUVAS 5,rosuvas 5,tablets,1*15,94.3995
ROSUVAS CV 10,rosuvas cv 10,tablets,10,107.52
ROSUVAS F 10,rosuvas f 10,tablets,15TAB,242.124
ROSUVAS F 20 TAB,rosuvas f 20 tab,tablets,1*10,257.283
ROSUVAS F 5,rosuvas f 5,tablets,15TAB,146.2995
ROSYCAP-ASP 10/75,rosycap-asp 10/75,tablets,10TAB,43.007
ROSYCAP CV 10,rosycap cv 10,tablets,10TAB,110.61
ROSYCAP F TAB,rosycap f tab,tablets,1*10,99.845
ROSYCAP-GOLD 20/75,rosycap-gold 20/75,tablets,10CAP,136.403
ROTAHALER ROTACAPS,rotahaler rotacaps,tablets,1*1,97.1
ROVASTAT 10,rovastat 10,tablets,15TAB,72.9645
ROXID 150MG TAB,roxid 150mg tab,tablets,1*10,123.65
ROZAT 10,rozat 10,tablets,14TAB,123.2
ROZAVEL 10 TAB,rozavel 10 tab,tablets,1*10,125.57
ROZAVEL 20,rozavel 20,tablets,10TAB,235.125
ROZAVEL 40,rozavel 40,tablets,1*10,374.038
ROZAVEL 5,rozavel 5,tablets,10,64.125
ROZAVEL A,rozavel a,tablets,10,59.166
ROZUCOR ASP-10,rozucor asp-10,tablets,1*10,61.94
ROZUCOR ASP 20,rozucor asp 20,tablets,10,87.9
ROZUCOR GOLD 20,rozucor gold 20,tablets,1*10,169.9
ROZUSTAT 10,rozustat 10,tablets,1*10,96.307
ROZUSTAT-ASP TAB,rozustat-asp tab,tablets,1*10,52.687
RX PLUS,rx plus,tablets,1*15,149.766
RZOLE DSR,rzole dsr,tablets,1*10,16.503
SAAZ DS TAB,saaz ds tab,tablets,1*10,96.525
SAAZ TAB,saaz tab,tablets,1*10,45.65
SAFECET TAB,safecet tab,tablets,1*10,36.113
SAMLOKIND AT,samlokind at,tablets,10TAB,22.966
SARTEL 20,sartel 20,tablets,15TAB,44.127
SARTEL 40,sartel 40,tablets,1*15,84.765
SARTEL 80,sartel 80,tablets,15TAB,126.8295
SARTEL AM 80,sartel am 80,tablets,1*10,129.79
SARTEL AM TAB,sartel am tab,tablets,1*15,145.1535
SARTEL BETA 25,sartel beta 25,tablets,15,158.9745
SARTEL BETA 50,sartel beta 50,tablets,15TAB,193.7955
SARTEL C 40,sartel c 40,tablets,10TAB,109.06
SARTEL C 80,sartel c 80,tablets,1*10,139.78
SARTEL H,sartel h,tablets,15TAB,161.28
SARTEL LN 40,sartel ln 40,tablets,10TAB,94.467
SARTEL TRIO TAB,sartel trio tab,tablets,10TAB,113.66
